Name,Photo,Overall,Potential,Value,Wage,Age,Height,InternationalReputation
M. Abarhoun,https://cdn.sofifa.org/players/4/19/218050.png,72,72,2.4,5,29,6'2,1
W. Owusu,https://cdn.sofifa.org/players/4/19/200387.png,72,72,3.2,11,28,6'1,1
Rúben Fernandes,https://cdn.sofifa.org/players/4/19/18115.png,72,72,1.8,7,32,6'1,1
E. López,https://cdn.sofifa.org/players/4/19/213445.png,72,76,4.1,23,23,5'6,1
O. Rivero,https://cdn.sofifa.org/players/4/19/223685.png,72,75,3.9,17,26,6'2,1
O. Şişmanoğlu,https://cdn.sofifa.org/players/4/19/184518.png,72,72,3.2,13,28,6'1,1
A. Zaldívar,https://cdn.sofifa.org/players/4/19/214727.png,72,77,4.2,25,24,5'10,1
D. Guzman,https://cdn.sofifa.org/players/4/19/236999.png,72,73,2.8,6,28,5'10,1
J. Güemez,https://cdn.sofifa.org/players/4/19/216520.png,72,73,3,8,26,5'8,1
Jeff Meirson,https://cdn.sofifa.org/players/4/19/230344.png,72,72,2.6,11,26,5'10,1
Nuno da Costa,https://cdn.sofifa.org/players/4/19/230857.png,72,73,3.6,15,27,6'0,1
T. Zengin,https://cdn.sofifa.org/players/4/19/143306.png,72,72,1.3,23,34,6'4,2
B. Jeannot,https://cdn.sofifa.org/players/4/19/193226.png,72,74,3.8,12,26,6'0,1
M. Oikonomou,https://cdn.sofifa.org/players/4/19/216523.png,72,76,3.4,1,25,6'2,1
P. Stojanović,https://cdn.sofifa.org/players/4/19/225995.png,72,78,3.6,1,22,5'10,1
B. Sarmiento,https://cdn.sofifa.org/players/4/19/182731.png,72,72,3.1,14,28,5'7,1
J. Hamad,https://cdn.sofifa.org/players/4/19/187339.png,72,72,3.3,5,27,5'8,1
L. Miranda,https://cdn.sofifa.org/players/4/19/214988.png,72,78,3.6,8,24,5'8,1
R. Holzhauser,https://cdn.sofifa.org/players/4/19/204493.png,72,76,3.4,10,25,6'4,1
Dani Giménez,https://cdn.sofifa.org/players/4/19/146637.png,72,72,1.3,6,34,6'0,1
Maycon,https://cdn.sofifa.org/players/4/19/234701.png,72,84,5.5,1,20,5'8,1
H. Kiyotake,https://cdn.sofifa.org/players/4/19/210126.png,72,72,3.1,7,28,5'8,2
D. Maroh,https://cdn.sofifa.org/players/4/19/190670.png,72,72,2.1,6,31,6'1,2
E. Şen,https://cdn.sofifa.org/players/4/19/223695.png,72,72,2.4,15,29,5'11,1
K. Onisiwo,https://cdn.sofifa.org/players/4/19/229071.png,72,72,3.3,19,26,6'2,1
S. Juklerød,https://cdn.sofifa.org/players/4/19/232655.png,72,77,3.5,8,24,6'2,1
P. Stenzel,https://cdn.sofifa.org/players/4/19/229584.png,72,77,3.5,14,22,6'0,1
M. Camara,https://cdn.sofifa.org/players/4/19/237520.png,72,82,4.4,1,21,5'11,1
D. Le Tallec,https://cdn.sofifa.org/players/4/19/190416.png,72,73,2.8,17,28,6'2,1
R. Gosens,https://cdn.sofifa.org/players/4/19/223697.png,72,77,4.2,16,23,6'0,1
R. Bobadilla,https://cdn.sofifa.org/players/4/19/183249.png,72,72,2.8,11,31,5'10,2
K. Wolze,https://cdn.sofifa.org/players/4/19/184273.png,72,72,2.5,7,28,5'9,1
C. Basham,https://cdn.sofifa.org/players/4/19/184274.png,72,72,2.4,10,29,6'3,1
J. Cabot,https://cdn.sofifa.org/players/4/19/212947.png,72,78,4.3,6,24,5'5,1
Gonçalo Silva,https://cdn.sofifa.org/players/4/19/213203.png,72,74,3,5,27,6'1,1
C. Arboleda,https://cdn.sofifa.org/players/4/19/214483.png,72,72,1.7,4,32,5'7,1
G. Lajud,https://cdn.sofifa.org/players/4/19/217813.png,72,76,2.9,10,24,5'11,1
Unai Simón,https://cdn.sofifa.org/players/4/19/230869.png,72,82,3.9,8,21,6'3,1
C. Knasmüllner,https://cdn.sofifa.org/players/4/19/200918.png,72,75,3.9,14,26,5'11,1
L. Lollo,https://cdn.sofifa.org/players/4/19/215254.png,72,72,2.1,15,31,6'0,1
A. Milić,https://cdn.sofifa.org/players/4/19/226518.png,72,77,3.5,11,24,6'2,1
Ronaldo Vieira,https://cdn.sofifa.org/players/4/19/233943.png,72,81,4,9,19,5'10,1
S. Bahoken,https://cdn.sofifa.org/players/4/19/203736.png,72,75,3.9,18,26,6'1,1
Ontiveros,https://cdn.sofifa.org/players/4/19/231640.png,72,82,5,6,20,5'7,1
N. Höfler,https://cdn.sofifa.org/players/4/19/199897.png,72,72,2.5,17,28,5'11,1
K. Acosta,https://cdn.sofifa.org/players/4/19/213209.png,72,80,4.5,6,22,5'10,1
Kwoun Sun Tae,https://cdn.sofifa.org/players/4/19/176345.png,72,72,1.6,7,33,6'0,1
B. Linssen,https://cdn.sofifa.org/players/4/19/199386.png,72,72,3.3,12,27,5'7,1
M. Trotta,https://cdn.sofifa.org/players/4/19/204250.png,72,74,3.9,34,25,6'2,1
J. Dezi,https://cdn.sofifa.org/players/4/19/206042.png,72,74,3.7,28,26,5'10,1
Choi Chul Soon,https://cdn.sofifa.org/players/4/19/176346.png,72,72,2,8,31,5'9,1
J. Savarino,https://cdn.sofifa.org/players/4/19/238555.png,72,82,5,5,21,5'7,1
M. Zeman,https://cdn.sofifa.org/players/4/19/186331.png,72,72,3,1,29,5'9,1
N. Baker,https://cdn.sofifa.org/players/4/19/189403.png,72,74,3,27,27,6'2,1
M. Saymak,https://cdn.sofifa.org/players/4/19/209372.png,72,76,4,11,25,5'7,1
Yeom Ki Hun,https://cdn.sofifa.org/players/4/19/176348.png,72,72,1.4,6,35,6'0,2
E. Prib,https://cdn.sofifa.org/players/4/19/192732.png,72,72,3.1,24,28,5'11,2
L. Phiri,https://cdn.sofifa.org/players/4/19/213725.png,72,78,4.2,14,23,5'8,1
Jubal,https://cdn.sofifa.org/players/4/19/217565.png,72,76,3.4,6,24,6'2,1
A. Cubas,https://cdn.sofifa.org/players/4/19/222429.png,72,79,3.7,10,22,5'7,1
Luismi,https://cdn.sofifa.org/players/4/19/220638.png,72,77,3.4,13,26,5'10,1
A. Adnan,https://cdn.sofifa.org/players/4/19/223198.png,72,75,3.9,16,24,6'1,1
Diogo Gonçalves,https://cdn.sofifa.org/players/4/19/231390.png,72,81,4.8,7,21,5'10,1
Rui Fonte,https://cdn.sofifa.org/players/4/19/183518.png,72,72,3.2,41,28,5'11,2
J. Bennett,https://cdn.sofifa.org/players/4/19/190430.png,72,72,2.5,30,28,5'10,1
S. Ortega,https://cdn.sofifa.org/players/4/19/200159.png,72,76,2.9,8,25,6'1,1
B. Białkowski,https://cdn.sofifa.org/players/4/19/155871.png,72,72,2,6,30,6'4,1
Ricardo Ryller,https://cdn.sofifa.org/players/4/19/242143.png,72,77,4.1,9,24,6'0,1
J. Börner,https://cdn.sofifa.org/players/4/19/194015.png,72,72,2.6,11,27,6'2,1
Fran Mérida,https://cdn.sofifa.org/players/4/19/183520.png,72,73,2.8,8,28,5'10,1
Tito,https://cdn.sofifa.org/players/4/19/145889.png,72,72,1.7,13,32,5'9,1
S. Sensi,https://cdn.sofifa.org/players/4/19/229857.png,72,77,3.5,26,22,5'6,1
A. Weimann,https://cdn.sofifa.org/players/4/19/194017.png,72,72,3.4,32,26,5'10,1
Fernando Canesín,https://cdn.sofifa.org/players/4/19/199651.png,72,74,3.8,12,26,5'9,1
I. Runje,https://cdn.sofifa.org/players/4/19/208099.png,72,72,2.6,7,27,6'4,1
Vigaray,https://cdn.sofifa.org/players/4/19/221923.png,72,78,3.6,13,23,6'0,1
P. Olayinka,https://cdn.sofifa.org/players/4/19/224739.png,72,79,4.4,1,22,6'2,1
R. Delgado,https://cdn.sofifa.org/players/4/19/216036.png,72,72,2.5,10,28,5'9,1
V. Figueroa,https://cdn.sofifa.org/players/4/19/153062.png,72,72,1.6,14,34,5'6,1
Chiquinho,https://cdn.sofifa.org/players/4/19/243686.png,72,78,4.3,5,22,5'9,1
C. Trimmel,https://cdn.sofifa.org/players/4/19/193254.png,72,72,2,20,31,6'2,1
S. Lletget,https://cdn.sofifa.org/players/4/19/201447.png,72,74,3.8,6,25,5'10,1
C. Jullien,https://cdn.sofifa.org/players/4/19/208615.png,72,76,3.4,17,25,6'5,2
O. Alderete,https://cdn.sofifa.org/players/4/19/240359.png,72,82,4.4,8,21,6'2,1
A. Saelemaekers,https://cdn.sofifa.org/players/4/19/242664.png,72,84,5.5,7,19,5'9,1
M. Vrančić,https://cdn.sofifa.org/players/4/19/177896.png,72,72,3,21,29,6'2,1
J. Uronen,https://cdn.sofifa.org/players/4/19/207593.png,72,77,3.5,9,23,5'10,1
K. Schindler,https://cdn.sofifa.org/players/4/19/238569.png,72,75,3.9,9,24,5'11,1
Sin Jin Ho,https://cdn.sofifa.org/players/4/19/202986.png,72,72,3,7,29,5'10,1
L. Haraslín,https://cdn.sofifa.org/players/4/19/227562.png,72,80,4.6,6,22,6'0,1
A. Fiola,https://cdn.sofifa.org/players/4/19/201707.png,72,72,0,0,28,6'0,1
X. Schlager,https://cdn.sofifa.org/players/4/19/233195.png,72,83,5.5,18,20,5'9,1
N. Jelavić,https://cdn.sofifa.org/players/4/19/182763.png,72,72,2.5,13,32,6'2,2
T. Ben Haim,https://cdn.sofifa.org/players/4/19/206316.png,72,72,3.1,1,28,5'11,1
Clinton Mata,https://cdn.sofifa.org/players/4/19/208364.png,72,73,3.7,15,25,5'11,1
J. Russell,https://cdn.sofifa.org/players/4/19/185068.png,72,72,3.1,7,28,5'10,1
S. Uçan,https://cdn.sofifa.org/players/4/19/216814.png,72,77,4.1,35,24,6'0,1
Renato Neto,https://cdn.sofifa.org/players/4/19/199663.png,72,73,3.6,15,26,6'1,1
J. Meram,https://cdn.sofifa.org/players/4/19/202223.png,72,72,3,7,29,6'1,1
Jorge Miramón,https://cdn.sofifa.org/players/4/19/229359.png,72,72,2.4,16,29,5'9,1
A. Murgia,https://cdn.sofifa.org/players/4/19/231919.png,72,78,4.2,22,21,6'1,1
I. Ávila,https://cdn.sofifa.org/players/4/19/196848.png,72,72,3.3,9,27,5'6,1
T. Kaminski,https://cdn.sofifa.org/players/4/19/188400.png,72,75,2.8,8,25,6'3,1
K. Zohore,https://cdn.sofifa.org/players/4/19/198641.png,72,77,4.2,30,24,6'4,1
L. Ceppitelli,https://cdn.sofifa.org/players/4/19/205553.png,72,73,2.8,21,28,6'2,1
Nuno Coelho,https://cdn.sofifa.org/players/4/19/177137.png,72,72,2.3,5,30,6'0,1
C. Mulgrew,https://cdn.sofifa.org/players/4/19/178417.png,72,72,1.8,27,32,6'3,1
D. Dwyer,https://cdn.sofifa.org/players/4/19/207858.png,72,72,3.3,7,27,5'9,1
J. Carrizo,https://cdn.sofifa.org/players/4/19/167666.png,72,72,1.3,22,34,6'2,2
M. van der Werff,https://cdn.sofifa.org/players/4/19/189938.png,72,72,2.4,11,29,6'1,1
M. Piedrahita,https://cdn.sofifa.org/players/4/19/214515.png,72,72,1.2,3,33,5'9,1
V. Ayala,https://cdn.sofifa.org/players/4/19/214771.png,72,72,2.9,11,30,5'10,1
R. Alvarado,https://cdn.sofifa.org/players/4/19/237043.png,72,79,4.2,9,19,5'9,1
D. Rossi,https://cdn.sofifa.org/players/4/19/241907.png,72,83,5.5,5,20,5'7,1
F. Pisacane,https://cdn.sofifa.org/players/4/19/193267.png,72,72,1.8,20,32,5'10,1
U. Ćosić,https://cdn.sofifa.org/players/4/19/198900.png,72,76,3.4,1,25,6'2,1
Sebá,https://cdn.sofifa.org/players/4/19/199412.png,72,73,3.7,9,26,5'10,1
D. Peralta,https://cdn.sofifa.org/players/4/19/214004.png,72,72,1.3,3,33,6'2,1
R. Koch,https://cdn.sofifa.org/players/4/19/236532.png,72,80,4,11,21,6'4,1
A. Ghazal,https://cdn.sofifa.org/players/4/19/212469.png,72,75,3.2,6,26,6'2,1
A. Federici,https://cdn.sofifa.org/players/4/19/164853.png,72,72,1.6,22,33,6'2,1
David Simón,https://cdn.sofifa.org/players/4/19/204278.png,72,72,2.5,8,28,5'9,1
M. Oršić,https://cdn.sofifa.org/players/4/19/221174.png,72,74,3.8,1,25,5'10,2
Alexandre Frandeira,https://cdn.sofifa.org/players/4/19/230390.png,72,72,2.3,11,30,6'4,1
A. Tettey,https://cdn.sofifa.org/players/4/19/152567.png,72,72,1.8,19,32,5'11,1
G. Hanley,https://cdn.sofifa.org/players/4/19/198904.png,72,74,3.1,19,26,6'2,1
Cristian Herrera,https://cdn.sofifa.org/players/4/19/204280.png,72,73,3.6,8,27,6'2,1
Gelson Dala,https://cdn.sofifa.org/players/4/19/235512.png,72,82,5,8,21,5'9,1
M. Higashiguchi,https://cdn.sofifa.org/players/4/19/232441.png,72,72,1.8,7,32,6'0,1
Jorge Teixeira,https://cdn.sofifa.org/players/4/19/199674.png,72,72,2.1,9,31,6'2,1
R. Woods,https://cdn.sofifa.org/players/4/19/205818.png,72,77,3.5,23,24,5'8,1
S. Martinsson Ngouali,https://cdn.sofifa.org/players/4/19/213498.png,72,74,3.7,5,26,5'9,1
W. Ángel,https://cdn.sofifa.org/players/4/19/217082.png,72,78,0,0,25,6'2,1
D. Villalpando,https://cdn.sofifa.org/players/4/19/221434.png,72,73,3.6,10,26,5'8,1
M. Šitum,https://cdn.sofifa.org/players/4/19/224506.png,72,73,3.7,1,26,5'10,1
T. Carroll,https://cdn.sofifa.org/players/4/19/202491.png,72,74,3.7,21,26,5'10,1
R. Elliot,https://cdn.sofifa.org/players/4/19/167931.png,72,72,1.8,23,32,6'3,1
Sergio Sánchez,https://cdn.sofifa.org/players/4/19/178171.png,72,72,1.8,7,32,6'1,1
I. Cofie,https://cdn.sofifa.org/players/4/19/198908.png,72,73,3.6,8,26,6'0,1
S. Byram,https://cdn.sofifa.org/players/4/19/208892.png,72,75,3.3,37,24,6'0,1
M. Cauteruccio,https://cdn.sofifa.org/players/4/19/215292.png,72,72,2.8,20,31,5'11,1
K. Molino,https://cdn.sofifa.org/players/4/19/217852.png,72,72,3.1,7,28,5'8,1
L. Ariaudo,https://cdn.sofifa.org/players/4/19/189436.png,72,72,2.4,12,29,6'1,1
P. Klingmann,https://cdn.sofifa.org/players/4/19/193276.png,72,72,2.2,5,30,5'11,1
M. Thuram,https://cdn.sofifa.org/players/4/19/228093.png,72,80,4.6,12,20,6'4,1
Y. Cahuzac,https://cdn.sofifa.org/players/4/19/167933.png,72,72,1.3,18,33,5'10,1
Elustondo,https://cdn.sofifa.org/players/4/19/172285.png,72,72,2.7,14,31,6'0,1
S. Downing,https://cdn.sofifa.org/players/4/19/54013.png,72,72,1.9,36,33,5'11,2
L. Immers,https://cdn.sofifa.org/players/4/19/188157.png,72,72,2.4,8,32,6'2,1
C. Menéndez,https://cdn.sofifa.org/players/4/19/215294.png,72,72,3,8,30,6'1,1
Vágner Corraldo,https://cdn.sofifa.org/players/4/19/233982.png,72,72,2.2,10,30,5'9,1
Luso,https://cdn.sofifa.org/players/4/19/171774.png,72,72,1.3,5,33,6'0,1
C. Mavinga,https://cdn.sofifa.org/players/4/19/193278.png,72,73,2.9,6,27,6'1,1
F. Melchiorri,https://cdn.sofifa.org/players/4/19/220671.png,72,72,2.8,4,31,6'0,1
T. Doumbia,https://cdn.sofifa.org/players/4/19/192767.png,72,72,2.5,1,28,6'4,1
A. Trondsen,https://cdn.sofifa.org/players/4/19/210688.png,71,80,3.6,5,23,6'0,1
Sivera,https://cdn.sofifa.org/players/4/19/222464.png,71,78,2.5,7,21,6'0,1
Allison Sireo,https://cdn.sofifa.org/players/4/19/230400.png,71,71,1.8,10,30,6'4,1
Z. Stieber,https://cdn.sofifa.org/players/4/19/179712.png,71,71,2.3,6,29,5'9,2
S. Berahino,https://cdn.sofifa.org/players/4/19/204289.png,71,76,3.2,25,24,5'11,2
O. Skúlason,https://cdn.sofifa.org/players/4/19/160770.png,71,71,0,0,35,6'0,2
L. Koutris,https://cdn.sofifa.org/players/4/19/239106.png,71,78,2.8,1,22,5'7,1
M. Pektemek,https://cdn.sofifa.org/players/4/19/188674.png,71,71,2.4,31,29,6'0,1
R. Schüller,https://cdn.sofifa.org/players/4/19/213763.png,71,71,2,5,27,5'10,1
Sergio Herrera,https://cdn.sofifa.org/players/4/19/224003.png,71,73,2,5,25,6'4,1
L. Memushaj,https://cdn.sofifa.org/players/4/19/201220.png,71,71,2,4,31,5'9,2
E. Fernandes,https://cdn.sofifa.org/players/4/19/215556.png,71,79,3.5,36,22,6'3,1
M. Valenzuela,https://cdn.sofifa.org/players/4/19/232708.png,71,81,3.2,5,19,5'6,1
H. Lansbury,https://cdn.sofifa.org/players/4/19/186116.png,71,71,2.4,13,27,6'1,1
A. Gunn,https://cdn.sofifa.org/players/4/19/216325.png,71,83,3.3,17,22,6'5,1
A. Kamara,https://cdn.sofifa.org/players/4/19/225541.png,71,76,3.2,31,23,5'10,1
R. Riou,https://cdn.sofifa.org/players/4/19/168965.png,71,71,1.5,7,30,6'2,2
Jung Sung Ryong,https://cdn.sofifa.org/players/4/19/176389.png,71,71,1.2,5,33,6'3,2
A. Caracciolo,https://cdn.sofifa.org/players/4/19/199174.png,71,71,1.9,4,28,6'1,1
Ewandro,https://cdn.sofifa.org/players/4/19/221702.png,71,80,3.6,14,22,5'9,1
G. Holtmann,https://cdn.sofifa.org/players/4/19/228614.png,71,78,3.3,15,23,6'0,1
Erik Morán,https://cdn.sofifa.org/players/4/19/201991.png,71,73,2.3,1,27,6'2,1
Tobias Figueiredo,https://cdn.sofifa.org/players/4/19/212231.png,71,75,2.6,23,24,6'2,1
I. Rossi,https://cdn.sofifa.org/players/4/19/223495.png,71,77,2.8,11,24,6'0,1
Miltisco Paulino,https://cdn.sofifa.org/players/4/19/230407.png,71,71,1.8,11,30,5'11,1
P. Brlek,https://cdn.sofifa.org/players/4/19/233223.png,71,76,3.1,10,24,5'11,1
G. Bettini,https://cdn.sofifa.org/players/4/19/223240.png,71,74,2.4,9,25,5'7,1
R. Kent,https://cdn.sofifa.org/players/4/19/224520.png,71,82,4.1,42,21,5'8,1
Jordi Calavera,https://cdn.sofifa.org/players/4/19/229896.png,71,77,2.7,11,22,6'0,1
M. Lešković,https://cdn.sofifa.org/players/4/19/241672.png,71,73,2.3,1,27,6'2,1
G. Friend,https://cdn.sofifa.org/players/4/19/188168.png,71,71,1.7,29,30,6'2,1
S. Aydoğdu,https://cdn.sofifa.org/players/4/19/200713.png,71,71,2.4,16,27,5'11,1
S. Gashi,https://cdn.sofifa.org/players/4/19/177673.png,71,71,2.4,7,29,6'0,1
E. Cecchini,https://cdn.sofifa.org/players/4/19/223498.png,71,80,3.2,6,23,5'10,1
T. Knipping,https://cdn.sofifa.org/players/4/19/211723.png,71,74,2.5,5,25,6'2,1
H. Yamaguchi,https://cdn.sofifa.org/players/4/19/222987.png,71,72,2.2,6,27,5'8,1
V. Aguilera,https://cdn.sofifa.org/players/4/19/223243.png,71,71,1.8,33,29,6'2,1
L. Pasciuti,https://cdn.sofifa.org/players/4/19/216076.png,71,71,2.4,3,28,5'8,1
M. Makuszewski,https://cdn.sofifa.org/players/4/19/200461.png,71,71,2.4,7,28,5'9,1
L. Albertengo,https://cdn.sofifa.org/players/4/19/215309.png,71,72,2.8,14,27,5'10,1
F. Schnellhardt,https://cdn.sofifa.org/players/4/19/207887.png,71,78,3.3,5,24,5'11,1
T. Goiginger,https://cdn.sofifa.org/players/4/19/224271.png,71,74,3,8,25,5'11,1
Lyanco,https://cdn.sofifa.org/players/4/19/230672.png,71,80,3.2,16,21,6'2,1
A. Luci,https://cdn.sofifa.org/players/4/19/178448.png,71,71,1.4,3,33,5'8,1
Luca Sangalli,https://cdn.sofifa.org/players/4/19/245520.png,71,79,3.5,14,23,5'6,1
S. Ameobi,https://cdn.sofifa.org/players/4/19/203537.png,71,72,2.8,8,26,6'4,1
J. Price,https://cdn.sofifa.org/players/4/19/205585.png,71,74,2.5,5,25,5'7,1
Go Yo Han,https://cdn.sofifa.org/players/4/19/184337.png,71,71,2.2,6,30,5'7,1
Jaime Romero,https://cdn.sofifa.org/players/4/19/189459.png,71,71,2.5,7,27,5'9,1
S. Grippo,https://cdn.sofifa.org/players/4/19/177684.png,71,71,1.8,7,29,6'2,1
F. Chalov,https://cdn.sofifa.org/players/4/19/235029.png,71,83,4.3,1,20,5'11,1
L. Siligardi,https://cdn.sofifa.org/players/4/19/188949.png,71,71,2.2,27,30,5'11,1
D. Appiah,https://cdn.sofifa.org/players/4/19/199191.png,71,72,2.3,12,26,5'9,1
J. Paterson,https://cdn.sofifa.org/players/4/19/199960.png,71,72,2.8,26,26,5'9,1
T. Barkhuizen,https://cdn.sofifa.org/players/4/19/201240.png,71,74,3,9,24,5'9,1
I. Bangoura,https://cdn.sofifa.org/players/4/19/168984.png,71,71,1.5,15,33,5'9,2
S. Memišević,https://cdn.sofifa.org/players/4/19/235544.png,71,74,2.5,5,24,6'1,1
F. Tabanou,https://cdn.sofifa.org/players/4/19/188696.png,71,71,1.8,14,29,5'10,1
D. Kolovetsios,https://cdn.sofifa.org/players/4/19/240409.png,71,74,2.5,1,26,6'0,1
Enric Gallego,https://cdn.sofifa.org/players/4/19/243993.png,71,71,2.1,6,31,6'2,1
J. Garner,https://cdn.sofifa.org/players/4/19/169498.png,71,71,2.3,35,30,5'10,1
K. Bonifazi,https://cdn.sofifa.org/players/4/19/235290.png,71,79,3,19,22,6'2,1
J. Adéoti,https://cdn.sofifa.org/players/4/19/209691.png,71,71,1.8,5,29,6'0,1
R. Caroca,https://cdn.sofifa.org/players/4/19/214299.png,71,71,1.9,8,28,5'9,1
D. Rosero Valencia,https://cdn.sofifa.org/players/4/19/215067.png,71,78,2.8,2,24,5'11,1
M. Jonjić,https://cdn.sofifa.org/players/4/19/228124.png,71,73,2.3,6,27,6'2,1
A. Tarek,https://cdn.sofifa.org/players/4/19/229404.png,71,74,2.5,5,26,6'3,1
F. Macheda,https://cdn.sofifa.org/players/4/19/186140.png,71,72,2.8,1,26,6'0,2
M. Duffy,https://cdn.sofifa.org/players/4/19/192540.png,71,71,1.8,10,32,5'9,1
Y. Chibsah,https://cdn.sofifa.org/players/4/19/206109.png,71,74,2.9,11,25,5'10,1
T. Schütz,https://cdn.sofifa.org/players/4/19/211741.png,71,71,1.8,9,30,5'11,1
Rodrigo Becão,https://cdn.sofifa.org/players/4/19/238621.png,71,80,3.2,1,22,6'3,1
M. Loum,https://cdn.sofifa.org/players/4/19/245021.png,71,79,3,6,21,6'2,1
D. Fletcher,https://cdn.sofifa.org/players/4/19/138782.png,71,71,1.2,26,34,6'0,2
Vadillo,https://cdn.sofifa.org/players/4/19/204830.png,71,77,3.2,6,23,5'11,1
P. Klement,https://cdn.sofifa.org/players/4/19/205086.png,71,72,2.8,8,25,5'9,1
A. Gogia,https://cdn.sofifa.org/players/4/19/202271.png,71,72,2.8,21,26,5'10,1
K. Tsimikas,https://cdn.sofifa.org/players/4/19/232223.png,71,78,2.8,1,22,5'9,1
Mateus,https://cdn.sofifa.org/players/4/19/175391.png,71,71,1.2,6,34,5'9,1
Babanco,https://cdn.sofifa.org/players/4/19/196896.png,71,71,1.8,8,32,5'10,1
X. Mercier,https://cdn.sofifa.org/players/4/19/204320.png,71,71,2.4,10,28,5'9,1
D. Nugent,https://cdn.sofifa.org/players/4/19/139296.png,71,71,1.5,29,33,5'11,1
O. Hernández,https://cdn.sofifa.org/players/4/19/202017.png,71,74,3,17,25,5'8,1
E. Mathoho,https://cdn.sofifa.org/players/4/19/205857.png,71,73,2.2,1,28,6'3,1
A. Sagal,https://cdn.sofifa.org/players/4/19/214817.png,71,76,3.2,19,25,5'10,1
J. Grimm,https://cdn.sofifa.org/players/4/19/235041.png,71,71,1.6,11,31,5'11,1
M. Nyatama,https://cdn.sofifa.org/players/4/19/205858.png,71,71,2.2,1,30,5'9,1
B. Touré,https://cdn.sofifa.org/players/4/19/209698.png,71,75,2.5,5,26,6'0,1
Diego González,https://cdn.sofifa.org/players/4/19/227106.png,71,79,3,6,23,6'1,1
S. Rosted,https://cdn.sofifa.org/players/4/19/227362.png,71,76,2.7,11,23,6'2,1
Y. Suzuki,https://cdn.sofifa.org/players/4/19/233250.png,71,81,3.9,8,22,6'0,1
I. Sacko,https://cdn.sofifa.org/players/4/19/235554.png,71,81,3.9,16,20,6'0,1
Flavio Paixão,https://cdn.sofifa.org/players/4/19/194082.png,71,71,1.5,7,33,6'0,1
J. Hayes,https://cdn.sofifa.org/players/4/19/163619.png,71,71,2.2,31,30,5'8,1
T. Ouwejan,https://cdn.sofifa.org/players/4/19/229155.png,71,77,2.7,8,22,6'0,1
D. Guerrero,https://cdn.sofifa.org/players/4/19/177955.png,71,71,1.8,31,30,5'9,1
W. Routledge,https://cdn.sofifa.org/players/4/19/54051.png,71,71,1.4,18,33,5'7,2
C. Paterson,https://cdn.sofifa.org/players/4/19/210724.png,71,77,3.2,24,23,6'2,1
Hwang Ui Jo,https://cdn.sofifa.org/players/4/19/212260.png,71,74,3,9,25,6'0,2
G. Kvilitaia,https://cdn.sofifa.org/players/4/19/235812.png,71,74,3.1,13,24,6'4,1
R. Krishna,https://cdn.sofifa.org/players/4/19/195620.png,71,71,2.3,4,30,5'7,1
T. Castagne,https://cdn.sofifa.org/players/4/19/222501.png,71,78,3.3,14,22,6'1,1
Léo Jardim,https://cdn.sofifa.org/players/4/19/226085.png,71,80,2.8,4,23,6'2,1
L. Majer,https://cdn.sofifa.org/players/4/19/244261.png,71,83,4.2,1,20,5'10,1
R. Carrera,https://cdn.sofifa.org/players/4/19/219174.png,71,72,2.8,4,26,6'0,1
B. Celina,https://cdn.sofifa.org/players/4/19/220198.png,71,81,3.8,13,21,5'11,1
R. Matarrita,https://cdn.sofifa.org/players/4/19/232230.png,71,78,2.8,5,23,5'9,1
L. Vitale,https://cdn.sofifa.org/players/4/19/178470.png,71,71,1.7,3,30,5'11,1
R. Gestede,https://cdn.sofifa.org/players/4/19/187942.png,71,71,2.4,36,29,6'4,1
W. Endo,https://cdn.sofifa.org/players/4/19/232487.png,71,75,2.6,7,25,5'10,1
F. Barrientos,https://cdn.sofifa.org/players/4/19/207657.png,71,72,2.7,12,26,5'9,1
P. Glykos,https://cdn.sofifa.org/players/4/19/185129.png,71,71,1.4,1,31,6'2,1
C. Moritz,https://cdn.sofifa.org/players/4/19/194089.png,71,71,2.4,10,28,6'1,1
E. Kachunga,https://cdn.sofifa.org/players/4/19/201514.png,71,72,2.8,28,26,5'10,1
S. Mendoza,https://cdn.sofifa.org/players/4/19/214570.png,71,72,2.8,12,26,5'7,1
Lins,https://cdn.sofifa.org/players/4/19/202283.png,71,71,2.3,8,30,5'8,1
U. Bulut,https://cdn.sofifa.org/players/4/19/125995.png,71,71,1.1,8,35,6'0,1
Dani Calvo,https://cdn.sofifa.org/players/4/19/219180.png,71,75,2.6,6,24,6'3,1
Alam Araújo,https://cdn.sofifa.org/players/4/19/230188.png,71,71,2,16,26,5'10,1
F. Andrijašević,https://cdn.sofifa.org/players/4/19/239148.png,71,72,2.7,13,27,6'1,1
I. Fiolić,https://cdn.sofifa.org/players/4/19/244268.png,71,78,3.3,9,22,5'9,1
M. Caire,https://cdn.sofifa.org/players/4/19/189228.png,71,71,1.8,10,29,5'10,1
C. Adams,https://cdn.sofifa.org/players/4/19/226093.png,71,79,3.6,15,21,5'10,1
P. Škuletić,https://cdn.sofifa.org/players/4/19/193581.png,71,71,2.4,18,28,6'4,1
B. Cortés,https://cdn.sofifa.org/players/4/19/215086.png,71,81,2.9,4,23,6'1,1
S. Nishikawa,https://cdn.sofifa.org/players/4/19/217646.png,71,71,1.4,6,32,6'0,1
M. Lustig,https://cdn.sofifa.org/players/4/19/176942.png,71,71,1.6,28,31,6'2,2
